,index,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ordering,title,region,language,types,attributes,isOriginalTitle,Description
7230,9526,tt2358913,movie,Berserk: The Golden Age Arc III - The Advent,Berserk: Ougon jidai-hen III - Kourin,0,2013,\N,110,"Action,Adventure,Animation",7.8,11035,15,Berserk: The Golden Age Arc III - The Advent,CA,en,imdbDisplay,\N,0,"A year after leaving the Band of the Hawk, Guts returns and joins the mission to find and rescue Griffith."
7231,9529,tt2364975,movie,We Are the Best!,Vi är bäst!,0,2013,\N,102,"Drama,Music",7.1,11000,9,We Are the Best!,CA,en,imdbDisplay,\N,0,"Three rebellious teenagers (Mira Barkhammar, Mira Grosin, Liv LeMoyne) form an all-girl punk band in 1980s Stockholm."
7232,9530,tt2366450,movie,Stories We Tell,Stories We Tell,0,2012,\N,108,Documentary,7.5,13818,5,Stories We Tell,CA,en,imdbDisplay,\N,0,"Through a series of revealing interviews, filmmaker Sarah Polley investigates the truth about her family history."
7233,9532,tt2371486,movie,A Company Man,Hoi-sa-won,0,2012,\N,96,"Action,Crime,Drama",6.6,6272,2,A Company Man,CA,en,imdbDisplay,\N,0,A faded pop star (Lee Miyun) gives a contract killer (So Ji-sub) a reason to want to quit the assassination business.
7234,9533,tt2374902,movie,Metalhead,Málmhaus,0,2013,\N,97,Drama,7.0,7523,4,Metalhead,CA,en,imdbDisplay,\N,0,A grief-stricken young woman adopts the persona of her deceased brother.
7235,9534,tt2375605,movie,The Act of Killing,The Act of Killing,0,2012,\N,117,"Biography,Crime,Documentary",8.2,39513,8,The Act of Killing,CA,en,imdbDisplay,\N,0,Filmmakers expose the horrifying mass executions of accused communists in Indonesia and those who are celebrated in their country for perpetrating the crime.
7236,9536,tt2378830,movie,Summer of '92,Sommeren '92,0,2015,\N,93,"Biography,Comedy,Drama",6.8,4611,18,Summer of '92,CA,en,imdbDisplay,\N,0,"Following the underdog 1992 Danish Euro Cup team who replaced Yugoslavia, which had been barred due to U.N. sanctions from international football."
7237,9537,tt2379082,movie,Monster Pies,Monster Pies,0,2013,\N,85,"Drama,Romance",6.7,3045,2,Monster Pies,CA,en,imdbDisplay,\N,0,A new student awakens feelings in Mike and a new world of possibilities opens up.
7238,9538,tt2380247,movie,The Central Park Five,The Central Park Five,0,2012,\N,119,"Crime,Documentary,History",7.7,7765,4,The Central Park Five,CA,en,imdbDisplay,\N,0,"Filmmakers Ken Burns, Sarah Burns and David McMahon examine a 1989 case of five teenagers who were wrongfully convicted of raping a woman. After they had spent from six to 13 years in prison, a serial rapist confessed to the crime."
7239,9539,tt2380331,movie,Words and Pictures,Words and Pictures,0,2013,\N,111,"Comedy,Drama,Romance",6.6,11207,7,Words and Pictures,CA,en,imdbDisplay,\N,0,An art teacher and English teacher have a competition and allow students to vote on the importance of words and pictures.
7240,9540,tt2389182,movie,Cheap Thrills,Cheap Thrills,0,2013,\N,88,"Comedy,Crime,Drama",6.7,19930,9,Cheap Thrills,CA,en,imdbDisplay,\N,0,A series of escalating bets pits recently reunited friends against each other.
7241,9541,tt2390361,movie,Enough Said,Enough Said,0,2013,\N,93,"Comedy,Drama,Romance",7.0,64691,38,Enough Said,CA,en,imdbDisplay,\N,0,"Eva (Julia Louis-Dreyfus), a divorced single parent, seems generally happy but dreads her daughter's departure for college. Unexpectedly, Eva begins a romance with Albert (James Gandolfini), a nice man with whom she has much in common. Meanwhile, Eva finds a new friend in Marianne (Catherine Keener), a poet who is just about perfect except for one thing: She constantly denigrates her ex-husband -- Albert. The more Eva hears, the more she doubts her relationship with him."
7242,9543,tt2392830,movie,A Quiet Passion,A Quiet Passion,0,2016,\N,125,"Biography,Drama",6.5,6073,23,A Quiet Passion,CA,en,imdbDisplay,\N,0,Emily Dickinson (Cynthia Nixon) maintains close ties with her family while becoming a prolific poet whose work becomes recognized after her death in 1886.
7243,9544,tt2393813,tvSeries,Graceland,Graceland,0,2013,2015,42,"Action,Crime,Drama",7.6,17340,16,Graceland,CA,en,imdbDisplay,\N,0,"From the outside, Graceland is the idyllic beachfront home of a group of diverse young roommates. On the inside, it's the residence and operations center of vital agents of the FBI, DEA and U.S. Customs -- the place got its name because it was seized from a drug lord obsessed with Elvis Presley. Young FBI agent Mike Warren is sent to Graceland, unexpectedly, while he is anticipating a traditional Washington desk job. Thrown into the fire with this undercover assignment, Warren relies heavily on mentor Paul Briggs, a senior agent who conceals the compound's activities from the world."
7244,9545,tt2394063,movie,Too Late,Too Late,0,2015,\N,107,"Drama,Mystery,Thriller",6.6,3782,15,Too Late,CA,en,imdbDisplay,\N,0,A private investigator (John Hawkes) scours the streets of Los Angeles to track down a missing woman (Crystal Reed) from his past.
7245,9546,tt2395417,movie,Still Life,Still Life,0,2013,\N,92,Drama,7.4,8543,20,Still Life,CA,en,imdbDisplay,\N,0,"The furor over a so-called Art Killer, whose medium is corpses, lures in a New York musician (Jason Gedrick)."
7246,9547,tt2395482,tvSeries,Surviving Jack,Surviving Jack,0,2014,2014,30,Comedy,8.3,4890,10,Surviving Jack,CA,en,imdbDisplay,\N,0,"A former member of the military and an oncologist, Dr. Jack Dunlevy is a no-nonsense kind of guy who doesn't feel compelled to sugar-coat the truth. After years of working long hours while his wife, Joanne, raised their kids, he becomes a full-time parent when Joanne goes back to law school. He tries to guide his son, Frankie, who is awkwardly navigating freshman year of high school, and he faces challenges from his 17-year-old daughter, Rachel, who becomes a handful once she is no longer under the watchful eye of her mother."
7247,9548,tt2396224,movie,It's Such a Beautiful Day,It's Such a Beautiful Day,0,2012,\N,62,"Animation,Comedy,Drama",8.2,14912,8,It's Such a Beautiful Day,CA,en,imdbDisplay,\N,0,A stick figure contemplates the meaning of his existence.
7248,9549,tt2398231,movie,The Homesman,The Homesman,0,2014,\N,122,"Drama,Western",6.6,34449,26,The Homesman,CA,en,imdbDisplay,\N,0,A frontier farm woman (Hilary Swank) saves the life of a claim-jumper (Tommy Lee Jones) and persuades him to help her escort three insane women to a safe haven in Iowa.
7249,9550,tt2400283,movie,What If...,An...,0,2012,\N,111,"Drama,Romance",6.9,8245,7,What If,CA,en,imdbDisplay,\N,0,Psychiatrist Ed Baxter starts suffering from schizophrenia as episodes of hallucinations and paranoia complicate his life.
7250,9551,tt2400291,movie,The Barkley Marathons: The Race That Eats Its Young,The Barkley Marathons: The Race That Eats Its Young,0,2014,\N,89,"Adventure,Documentary,History",7.7,5468,6,The Barkley Marathons: The Race That Eats Its Young,CA,en,imdbDisplay,\N,0,People from around the world test the limits of their physical and mental endurance.
7251,9552,tt2400391,tvSeries,Legit,Legit,0,2013,2014,30,Comedy,8.1,8644,16,Legit,CA,en,imdbDisplay,\N,0,"Jim Jefferies stars in this comedy series as Jim, an edgy, foul-mouthed comic from Australia -- essentially a fictionalized version of Jefferies -- who, in his mid-30s, is living in Los Angeles and struggling to make his life and career more legitimate, a goal that he finds is a continual uphill battle. Supporting Jim in his quest is neurotic best friend and roommate Steve, a cyberlaw library salesman struggling to stay on his feet following a divorce, and Steve's brother Billy, who has to use a wheelchair because of advanced-stage muscular dystrophy."
7252,9553,tt2400736,tvSeries,Trophy Wife,Trophy Wife,0,2013,2014,30,Comedy,6.9,7181,18,Trophy Wife,CA,en,imdbDisplay,\N,0,"Reformed party girl Kate hopes that the third time is the charm when she becomes Pete's next bride. A year after literally falling into his arms at a karaoke bar, she now has an instant family of three stepchildren and Pete's two ex-wives. Diane, the first one, is an intense overachiever who is quick to convey disapproval of Kate's spare maternal instinct. Jackie, the second one, is neurotic but adept at pulling Pete's strings. Kate turns to her friend Meg for support, but Meg is single and has even less experience with kids."
7253,9554,tt2402129,tvSeries,King & Maxwell,King & Maxwell,0,2013,2013,60,"Crime,Drama",7.1,3814,13,King & Maxwell,CA,en,imdbDisplay,\N,0,"They disagree on almost every issue -- personal and otherwise -- but one thing they see eye to eye on is doing whatever it takes to nail the bad guys. Former Secret Service agents Sean King and Michelle Maxwell used to protect politicians, but now they combine their unique skills -- not to mention razor-sharp chemistry -- to investigate criminals in and around Washington, D.C. Maxwell, a former elite athlete, uses her brains, beauty and Beltway connections to get a leg up on suspects and conventional law enforcement, and with a new law degree added to his resume, King is able to navigate the system in ways other private eyes only dream of. Author David Baldacci developed the King and Maxwell characters in a series of best-selling books."
7254,9556,tt2404425,movie,Woman in Gold,Woman in Gold,0,2015,\N,109,"Biography,Drama,History",7.3,61001,16,Woman in Gold,CA,en,imdbDisplay,\N,0,"Sixty years after fleeing Vienna, Maria Altmann (Helen Mirren), an elderly Jewish woman, attempts to reclaim family possessions that were seized by the Nazis. Among them is a famous portrait of Maria's beloved Aunt Adele: Gustave Klimt's ""Portrait of Adele Bloch-Bauer I."" With the help of young lawyer Randy Schoeberg (Ryan Reynolds), Maria embarks upon a lengthy legal battle to recover this painting and several others, but it will not be easy, for Austria considers them national treasures."
7255,9557,tt2404461,movie,The Past,Le passé,0,2013,\N,130,"Drama,Mystery",7.7,49931,8,The Past,CA,en,imdbDisplay,\N,0,A recently separated man is hounded by his ex.
7256,9558,tt2409302,movie,Why Don't You Play in Hell?,Jigoku de naze warui,0,2013,\N,129,"Action,Comedy",7.1,8650,11,Why Don't You Play in Hell?,CA,en,imdbDisplay,\N,0,"In Japan, gonzo filmmakers hatch a three-pronged plan to save an actress's career, end a yakuza war and make a hit movie."
7257,9559,tt2414766,movie,Frequencies,OXV: The Manual,0,2013,\N,109,"Mystery,Romance,Sci-Fi",6.7,14581,4,Frequencies,CA,en,imdbDisplay,\N,0,"In a parallel world where human frequencies determine luck, love, and destiny, Zak is forced to overcome science to love a woman with a different frequency."
7258,9560,tt2415112,tvMovie,A Bride for Christmas,A Bride for Christmas,0,2012,\N,84,"Comedy,Romance",6.5,4343,1,A Bride for Christmas,CA,en,imdbDisplay,\N,0,"Aiden (Andrew Walker) bets his friends that he can convince a woman to marry him by Christmas, and he sets his sights on Jessie (Arielle Kebbel), a young woman who has sworn off serious relationships."
7259,9561,tt2415458,movie,The Wolfpack,The Wolfpack,0,2015,\N,90,"Biography,Documentary",7.0,13267,8,The Wolfpack,CA,en,imdbDisplay,\N,0,"Locked away from the outside world in a Manhattan apartment, the Angulo siblings satisfy their curiosity, imagination and need to explore by re-enacting their favorite movies."
7260,9562,tt2425486,movie,Gloria,Gloria,0,2013,\N,110,"Comedy,Drama,Romance",6.9,9140,4,Gloria,CA,en,imdbDisplay,\N,0,"Ivan, a boy living with his father in a remote Portugal village, shares a secret refuge with a woman who seems to be slipping away from everything and everyone."
7261,9563,tt2427220,tvSeries,Crossing Lines,Crossing Lines,0,2013,2015,43,"Action,Crime,Drama",7.3,13433,23,Crossing Lines,CA,en,imdbDisplay,\N,0,"Capt. Louis Daniel assembles a squad of European law enforcement officers to help battle the explosion of international crime that accompanied the opening of borders by the European Union. Daniel calls on an old colleague, Carl Hickman -- a former NYPD detective who resigned when an injury on the job left him feeling betrayed -- to lead the team of five young cops who will travel to exotic locations in pursuit of vicious and elusive criminals. To survive in their dangerous field, the team members must get past their varied backgrounds and work as one."
7262,9564,tt2427892,movie,Tom at the Farm,Tom à la ferme,0,2013,\N,102,"Drama,Mystery,Thriller",6.9,18716,17,Tom at the Farm,CA,en,imdbDisplay,\N,0,"A young man (Xavier Dolan) travels to an isolated farm for his lover's funeral where he's quickly drawn into a twisted, sexually charged game by his lover's aggressive brother (Pierre-Yves Cardinal)."
7263,9566,tt2440036,movie,Hush! Girls Don't Scream,Hiss Dokhtarha Faryad Nemizanand,0,2013,\N,106,Drama,6.9,5088,5,Hush! Girls Don't Scream,CA,en,imdbDisplay,\N,0,An Iranian woman (Tannaz Tabatabayi) goes on trial for killing a man who repeatedly abused her as a child and threatened to do the same to another girl.
7264,9567,tt2452254,movie,Clouds of Sils Maria,Clouds of Sils Maria,0,2014,\N,124,Drama,6.8,30480,47,Clouds of Sils Maria,CA,en,imdbDisplay,\N,0,A veteran actress (Juliette Binoche) comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.
7265,9568,tt2457282,movie,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari,0,2013,\N,116,"Animation,Drama,Fantasy",7.8,3871,11,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,CA,en,imdbDisplay,\N,0,Homura Akemi continues to fight alone in the world that Madoka left behind for humanity.
7266,9570,tt2459156,movie,Copenhagen,Copenhagen,0,2014,\N,98,"Adventure,Drama,Romance",7.0,13575,11,Copenhagen,CA,en,imdbDisplay,\N,0,"In 1941, physicists Niels Bohr (Stephen Rea) and Werner Heisenberg (Daniel Craig) meet to discuss atomic energy and the Nazis."
7267,9572,tt2473794,movie,Mr. Turner,Mr. Turner,0,2014,\N,150,"Biography,Drama,History",6.8,26582,4,Mr. Turner,CA,en,imdbDisplay,\N,0,"Eccentric British painter J.M.W. Turner (Timothy Spall) lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper (Paul Jesson) bears an unrequited love for him."
7268,9573,tt2474310,movie,Land of Storms,Viharsarok,0,2014,\N,105,"Drama,Romance,Sport",6.9,4448,27,Land of Storms,CA,en,imdbDisplay,\N,0,Szabolcs plays football in Germany with his friend until he becomes lovers with another man.
7269,9575,tt2481198,movie,Sunshine on Leith,Sunshine on Leith,0,2013,\N,100,"Comedy,Drama,Musical",6.6,7209,17,Sunshine on Leith,CA,en,imdbDisplay,\N,0,Davy and Ally have to relearn how to live in Edinburgh after serving in Afghanistan.
7270,9576,tt2494280,movie,Stretch,Stretch,0,2014,\N,94,"Comedy,Crime",6.5,31601,14,Stretch,CA,en,imdbDisplay,\N,0,A disgraced French jockey (Nicolas Cazalé) travels to Macau to find work.
7271,9577,tt2504404,movie,Wolf,Wolf,0,2013,\N,122,"Crime,Drama,Thriller",7.3,3901,8,Wolf,CA,en,imdbDisplay,\N,0,A search party for missing men turns into a deadly fight for survival when Roman soldiers encounter a pack of bloodthirsty werewolves.
7272,9578,tt2510028,movie,Frontera,Frontera,0,2014,\N,103,"Drama,Thriller,Western",6.6,8238,6,Frontera,CA,en,imdbDisplay,\N,0,"A pair of misfits experience romance, but dangerous, exciting, surprising and violent events threaten it."
7273,9579,tt2514438,tvSeries,High Maintenance,High Maintenance,0,2012,2015,30,Comedy,8.2,4959,7,High Maintenance,CA,en,imdbDisplay,\N,0,"The Guy is a nameless marijuana dealer in Brooklyn who delivers his goods via bicycle to stressed-out clients across New York City, who try to savour the highs of life in an increasingly volatile world. While dropping off weed to his customers, he makes brief appearances in their lives to get a glimpse at their daily routines, allowing viewers to explore the existences of intriguing, colorful individuals from all walks of life. The comedy series stars Ben Sinclair, who created the show with then-wife Katja Blichfeld, as The Guy."
7274,9580,tt2515030,movie,Escobar: Paradise Lost,Escobar: Paradise Lost,0,2014,\N,120,"Crime,Drama,History",6.5,22893,32,Escobar: Paradise Lost,CA,en,festival,\N,0,"When a young surfer (Josh Hutcherson) begins a relationship with the niece of drug kingpin Pablo Escobar (Benicio del Toro), he finds his life on the line after being pulled into the dangerous world of the Escobar family business."
7275,9581,tt2515462,tvSeries,Rake,Rake,0,2014,2014,43,"Comedy,Crime,Drama",6.8,3304,4,Rake,CA,en,imdbDisplay,\N,0,"Keegan Deane is a brilliant and charming defense lawyer -- and a self-destructive addict. With zero filter, unyielding optimism and a passion for defending those beyond redemption, he lands court cases that no one else wants. Keegan gets the majority of them from best friend Ben, who is married to Los Angeles ADA Scarlet. While Scarlet is also Keegan's old friend, she is often his opponent in court. In addition to his work, he faces trials and tribulations in life. While dealing with an ex-wife and a hormonal son, Keegan juggles affairs with women, an IRS battle, and growing debt to a bookie."
7276,9582,tt2520512,tvSeries,Maron,Maron,0,2013,2016,22,Comedy,7.7,5146,9,Maron,CA,en,imdbDisplay,\N,0,"Marc Maron might not be a household name to casual comedy fans, but among his peers he's considered one of the best in the business. His podcast, ""WTF With Marc Maron"" -- on which he conducts in-depth interviews with celebrities and fellow comics such as Conan O'Brien, Louis CK, Robin Williams, Anthony Bourdain, Judd Apatow and Ben Stiller -- premiered in 2009 and has grown to average close to 3 million downloads a month. In ""Maron,"" the funny man stars as a fictional version of himself (think ""Curb Your Enthusiasm""), a cat-loving podcaster who, when he's not welcoming a passel of guest stars to entertain his online audience, struggles to maintain relationships apart from his work. Also starring are Judd Hirsch as Marc's father, Nora Zehetner as his girlfriend, Andy Kindler as his loyal friend, and Josh Brener as his assistant."
7277,9583,tt2546866,tvSeries,Uncle,Uncle,0,2012,2017,30,Comedy,7.8,4205,3,Uncle,CA,en,imdbDisplay,\N,0,A sensible 12-year-old schoolboy and his immature uncle bond.
7278,9584,tt2554946,tvMiniSeries,The Casual Vacancy,The Casual Vacancy,0,2015,2015,180,Drama,6.5,3181,9,The Vacancy,CA,en,imdbDisplay,\N,0,"""The Casual Vacancy"" is a three-part miniseries adaptation of the novel by J.K. Rowling. The story is based on the lives of the residents living in the fictional English village of Pagford. It's home to a market square and ancient abbey, but what lies behind the idyllic surroundings is a community at war over the legacy of Sweetlove House. Parish Council Chairman Howard Mollison argues for an end to the legacy but is opposed by council member Barry Fairbrother, whose impassioned speech outlines Sweetlove's importance. When Fairbrother suddenly dies, the ""casual vacancy"" on the council soon becomes the catalyst for a clash that rocks the village."
7279,9585,tt2555268,movie,Maidentrip,Maidentrip,0,2013,\N,82,"Adventure,Biography,Documentary",7.5,3933,7,Maidentrip,CA,en,imdbDisplay,\N,0,"Laura Dekker, a 14-year-old sailor, sets out on a two-year voyage to become the youngest person to sail around the world alone."
7280,9586,tt2560102,movie,Lilting,Lilting,0,2014,\N,83,"Drama,Romance",7.1,6457,6,Lilting,CA,en,imdbDisplay,\N,0,"In London, a Cambodian mother mourns her son as she struggles to connect with someone."
7281,9587,tt2567712,movie,Starred Up,Starred Up,0,2013,\N,106,"Crime,Drama",7.3,47613,23,Starred Up,CA,en,imdbDisplay,\N,0,An explosive teenager runs into his equally violent father after being switched to an adult prison from a facility for juveniles.
7282,9588,tt2577192,tvMiniSeries,Howards End,Howards End,0,2017,2018,240,"Drama,Romance",7.2,6217,23,Howards End,CA,en,imdbDisplay,\N,0,"Based on E.M. Forster's classic novel, the miniseries adaptation of ""Howards End"" is a portrayal of England at the turn of the 20th century told through the lens of three families: the intellectual Schlegels, the wealthy and prejudiced Wilcoxes and the working-class Basts. In the evolving landscape of social and class divisions, idealistic Schlegel sisters Margaret and Helen seek to help the impoverished Bast family while simultaneously ridding the Wilcoxes of their preconceived notions of class and welfare."
7283,9589,tt2582590,tvSeries,Vicious,Vicious,0,2013,2016,23,Comedy,8.1,9141,11,Vicious,CA,en,imdbDisplay,\N,0,"Ian McKellen and Derek Jacobi head the cast of this studio sitcom, centered around aging partners Freddie and Stuart, who have lived together in a London flat for close to 50 years. Having survived a time when being a gay couple was harshly frowned upon, they have learned to keep the outside world at bay, and their lives now consist of reading books, walking their dog and, most of all, bickering at each other."
7284,9590,tt2603596,tvSeries,The Wrong Mans,The Wrong Mans,0,2013,2014,29,"Comedy,Crime,Thriller",7.7,7689,4,The Wrong Mans,CA,en,imdbDisplay,\N,0,A case of mistaken identity catapults two council employees into the middle of a deadly conspiracy.
7285,9591,tt2608368,tvSeries,Real Husbands of Hollywood,Real Husbands of Hollywood,0,2013,\N,21,Comedy,7.7,4375,4,Real Husbands of Hollywood,CA,en,imdbDisplay,\N,0,"Wouldn't you know, there aren't only ""Real Housewives"" parading around reality television. The BET original series ""Real Husbands of Hollywood"" evens the playing field somewhat -- well, not really. The program is actually the ""fakest reality show ever,"" says BET, a satire that skewers all things ""Housewives""-like. It stars Kevin Hart, Nick Cannon, Boris Kodjoe, Duane Martin, J.B. Smoove and Nelly, among others, while episodes feature guest appearances by television, film, music and sport's top stars including Jay Leno, Ed O'Neill, Shaquille O'Neal, Faizon Love, Common, Trey Songz and Cedric the Entertainer."
7286,9592,tt2609912,movie,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,0,2013,\N,75,"Comedy,Documentary",6.7,9213,11,Kevin Hart: Let Me Explain,CA,en,imdbDisplay,\N,0,"In the follow-up to his 2011 film ""Laugh at My Pain,"" comic and actor Kevin Hart appears in concert during two sold-out shows at New York's Madison Square Garden. The film captures the laughter, energy and mayhem of Hart's 2012 international ""Let Me Explain"" concert tour, which generated more than $32.7 million in ticket sales."
7287,9594,tt2616810,movie,Blind,Blind,0,2014,\N,96,Drama,6.8,8885,22,Blind,CA,en,imdbDisplay,\N,0,A detective (Ben Clayton) searches for a serial killer while seeing visions of his victims.
7288,9595,tt2617828,movie,Free Fall,Freier Fall,0,2013,\N,97,"Drama,Romance",7.5,21651,21,Free Fall,CA,en,imdbDisplay,\N,0,"College roommates (Ted Dahle, Chad Bell) get hip and hop a train under the guidance of a bar owner (Peter Maronge) from another generation."
7289,9596,tt2636124,movie,Ghost in the Shell: Arise - Border 1: Ghost Pain,Ghost in the Shell Arise: Border 1 - Ghost Pain,0,2013,\N,58,"Action,Animation,Sci-Fi",7.1,4237,1,Ghost in the Shell Arise: Border 1 - Ghost Pain,CA,en,imdbDisplay,\N,0,"A year after the end of World War IV, a bomb kills an arms dealer and Motoko is hired to investigate."
7290,9597,tt2639344,movie,Love Is Strange,Love Is Strange,0,2014,\N,94,"Drama,Romance",6.7,12966,25,Love Is Strange,CA,en,imdbDisplay,\N,0,"Stricken with breast cancer, a career woman (Kate Nelligan) tries to end the animosity between her son and ex-husband (Ron Silver)."
7291,9600,tt2675914,movie,In Order of Disappearance,Kraftidioten,0,2014,\N,116,"Action,Comedy,Crime",7.1,28187,15,In Order of Disappearance,CA,en,imdbDisplay,\N,0,A mild-mannered snowplow driver (Stellan Skarsgard) ignites an underworld gang war when he seeks revenge for the murder of his son.
7292,9601,tt2693580,movie,Miss Stevens,Miss Stevens,0,2016,\N,86,"Comedy,Drama",6.6,7519,3,Miss Stevens,CA,en,imdbDisplay,\N,0,"A high school English teacher (Lily Rabe) becomes a weekend chaperone for three students (Timothée Chalamet, Lili Reinhart) at a drama competition."
7293,9603,tt2710104,tvSeries,The Crazy Ones,The Crazy Ones,0,2013,2014,20,Comedy,7.0,12820,13,The Crazy Ones,CA,en,imdbDisplay,\N,0,"Simon Roberts, an unorthodox genius with a big personality, heads an advertising agency that has some of the biggest clients in the world. By his side is his partner -- and daughter -- Sydney, who is focused and ambitious but spends more time than she'd like baby-sitting her father. They work with a talented team that includes handsome Zach, neurotic art director Andrew, and deceptively smart assistant Lauren as -- despite their eccentricities -- they continue to take the advertising world by storm."
7294,9604,tt2718492,movie,Ida,Ida,0,2013,\N,82,Drama,7.4,59253,10,Ida,CA,en,imdbDisplay,\N,0,A woman wakes up by a river with a bag of cash and amnesia.
7295,9605,tt27197387,movie,AKA,AKA,0,2023,\N,122,"Action,Crime,Thriller",6.6,9850,28,AKA,CA,en,imdbDisplay,\N,0,"In this intense action thriller, a special ops agent goes undercover within a criminal organization and unexpectedly befriends the boss's young son."
7296,9606,tt2719784,tvSeries,Gang Related,Gang Related,0,2014,2014,46,"Action,Crime,Drama",7.5,6297,3,Gang Related,CA,en,imdbDisplay,\N,0,"Despite a secret past in which he pledged allegiance to a powerful Latino gang, Detective Ryan Lopez is now a respected member and rising star of Los Angeles' elite gang task force. When his best friend and partner is slain by an infamous gang member, Ryan teams up with task force member Cassius Green, who has been at the forefront of the war on organized crime. While Ryan is still beholden to gang leader Javier Acosta, he feels an increasing sense of loyalty to his task force as they take aim at dangerous gangs, helping him to determine which side of the law he is really on."
7297,9607,tt2725962,movie,What We Did on Our Holiday,What We Did on Our Holiday,0,2014,\N,95,"Comedy,Drama",6.9,23053,23,What We Did on Our Holiday,CA,en,imdbDisplay,\N,0,"While visiting family in the Scottish Highlands, a troubled couple (Rosamund Pike, David Tennant) try to put on a happy face, but their three children innocently reveal all of their biggest secrets."
7298,9608,tt2727600,tvSeries,Mixology,Mixology,0,2013,2014,21,"Comedy,Romance",7.2,5782,3,Mixology,CA,en,imdbDisplay,\N,0,"When Tom is dumped by his fiancee, friends Cal and Bruce force him back into the dating pool at Mix, a high-end bar in Manhattan's meat-packing district. Out on the town for the first time in a decade, his first encounter -- with a beautiful but brutal attorney -- ends in tears, and things get worse from there. Other members of Union's chic crowd include an engaged-for-now woman, an aggressive single mom, a bubbly waitress, a mysterious bartender, and a failed entrepreneur, who is having the worst night of his life."
7299,9610,tt2737050,movie,"Two Days, One Night","Deux jours, une nuit",0,2014,\N,95,Drama,7.3,49573,31,"Two Days, One Night",CA,en,imdbDisplay,\N,0,A factory worker (Marion Cotillard) has just one weekend to convince her colleagues to give up their bonuses so that she can keep her job.
7300,9611,tt2737310,movie,Mistaken for Strangers,Mistaken for Strangers,0,2013,\N,75,"Comedy,Documentary,Music",7.3,4533,9,Mistaken for Strangers,CA,en,imdbDisplay,\N,0,Filmmaker Tom Berninger follows members of The National as they embark on an international tour.
7301,9612,tt2741950,tvSeries,Enlisted,Enlisted,0,2014,2014,24,Comedy,6.9,6145,1,Enlisted,CA,en,imdbDisplay,\N,0,"Once on the path toward a great military career, Sgt. Pete Hill makes a mistake that gets him booted to Fort McGee in Florida, where his two younger brothers are stationed. Cpl. Derrick Hill is the second-oldest, a smart, sarcastic troublemaker who doesn't care about his job. Their younger brother, Pvt. Randy Hill, on the other hand, is hyperenthusiastic -- a goofy guy intent on being the ideal soldier. As part of the Rear Detachment Unit, the Hills handle what needs to be done on the base and care for the families of deployed soldiers -- while strengthening their old childhood bonds."
7302,9613,tt2742174,tvSeries,Friends with Better Lives,Friends with Better Lives,0,2014,2014,22,Comedy,7.0,6359,16,Friends with Better Lives,CA,en,imdbDisplay,\N,0,"Andi and Bobby are happily married parents of two but sometimes wish for the days when responsibility came second to fun. Will secretly longs for his ex-wife but vocally espouses his new bachelor lifestyle. Jules and Lowell bask in the glory of their new relationship. Jules' best friend, Kate, has a successful career, but the thought of her last single friend getting engaged makes her miserable. Behind their happy faces, these six friends all wonder if someone else has it better, showing that each believes the grass is always greener on the other side of the fence."
7303,9614,tt2753778,movie,The Death of Superman Lives: What Happened?,The Death of Superman Lives: What Happened?,0,2015,\N,104,"Documentary,Sci-Fi",7.1,4611,3,The Death of Superman Lives: What Happened?,CA,en,imdbDisplay,\N,0,"Jon Schnepp delves into the story behind the proposed film to be directed by Tim Burton, with Nicolas Cage starring as Superman."
7304,9615,tt2763286,tvSeries,Ground Floor,Ground Floor,0,2013,2015,30,Comedy,7.2,5401,1,Ground Floor,CA,en,imdbDisplay,\N,0,"Hot-shot, dedicated-to-the-cause money manager Brody is on his way up the corporate ladder, step by step with the help of his boss, Remington Trust CEO Remington Stewart Mansfield, who considers Brody the son he never had. That relationship, however, is jeopardized after Brody hooks up with Jenny, a maintenance department head in the office building where Brody works. Despite Mansfield's warnings, Brody tries to turn his fling with Jenny into something more permanent, bringing together two very different groups of friends and ""co-workers"" -- the top floor meeting the ground floor."
7305,9616,tt2771372,movie,Veronica Mars,Veronica Mars,0,2014,\N,107,"Crime,Drama,Mystery",6.7,53805,22,Veronica Mars,CA,en,imdbDisplay,\N,0,"With her graduation from law school imminent, Veronica Mars (Kristen Bell) is interviewing with prestigious New York law firms when she gets a call from ex-boyfriend Logan (Jason Dohring), who has been accused of murder. Veronica returns to Neptune to help Logan find a good defense attorney, but when she becomes suspicious of the way Logan's case is being handled, she finds herself being pulled back into a life she thought she had left behind: that of an amateur sleuth."
7306,9617,tt2782692,movie,Ali's Wedding,Ali's Wedding,0,2017,\N,110,"Comedy,Drama,Romance",6.9,5283,2,Ali's Wedding,CA,en,imdbDisplay,\N,0,"After a reckless lie, the son of a Muslim cleric finds himself caught between his sense of duty and following his heart. He must follow through with his arranged marriage or be with the girl he truly loves."
